ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Solicitudes de Primer Ingreso Hombres;Solicitudes de Primer Ingreso Mujeres;Solicitudes de Primer Ingreso;Primer Ingreso Hombres;Primer Ingreso Mujeres;Primer Ingreso Total;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Egresados Hombres;Egresados Mujeres;Egresados Total
BAJA CALIFORNIA;INGENIERÍA EN FINANCIERA Y FISCAL;0;0;0;0;0;0;0;30;55;85;12;19;31
BAJA CALIFORNIA;INGENIERÍA EN GESTIÓN EMPRESARIAL;239;123;170;293;101;129;230;192;239;431;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN INFORMÁTICA;35;37;22;59;26;10;36;39;15;54;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN LOGÍSTICA;98;65;64;129;55;34;89;122;94;216;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN MECATRÓNICA;649;442;98;540;281;52;333;1154;149;1303;110;13;123
BAJA CALIFORNIA;INGENIERÍA EN MULTIMEDIA;20;13;4;17;14;4;18;18;4;22;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN NANOTECNOLOGÍA;56;57;16;73;33;14;47;96;39;135;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES;0;0;0;0;0;0;0;99;43;142;42;21;63
BAJA CALIFORNIA;INGENIERÍA EN SISTEMAS COMPUTACIONALES;212;220;49;269;162;28;190;656;139;795;94;25;119
BAJA CALIFORNIA;INGENIERÍA EN SISTEMAS DE INFORMACIÓN;30;15;15;30;4;2;6;14;4;18;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍA AMBIENTAL;0;0;0;0;0;0;0;19;28;47;8;25;33
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍA DE INFORMACIÓN Y COMUNICACIÓN;0;0;0;0;0;0;0;87;28;115;62;13;75
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIÓN;60;45;15;60;45;15;60;80;32;112;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;120;53;20;73;48;17;65;136;49;185;6;3;9
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍAS DE MANUFACTURA;250;98;33;131;94;29;123;189;63;252;22;9;31
BAJA CALIFORNIA;INGENIERÍA INDUSTRIAL;1254;1170;356;1526;598;209;807;2766;1203;3969;351;219;570
BAJA CALIFORNIA;INGENIERÍA INDUSTRIAL Y DE SISTEMAS;0;0;0;0;1;0;1;7;3;10;0;0;0
BAJA CALIFORNIA;INGENIERÍA MECÁNICA;123;183;12;195;133;15;148;442;47;489;46;3;49
BAJA CALIFORNIA;INGENIERÍA MECÁNICA Y ELÉCTRICA;15;10;0;10;9;0;9;37;3;40;2;0;2
BAJA CALIFORNIA;INGENIERÍA MECÁNICO;202;153;28;181;75;17;92;426;57;483;41;5;46
BAJA CALIFORNIA;INGENIERÍA MECATRÓNICA;193;271;21;292;225;20;245;735;67;802;103;14;117
BAJA CALIFORNIA;INGENIERÍA QUÍMICA;70;49;43;92;33;33;66;125;127;252;23;29;52
BAJA CALIFORNIA;INGENIERÍA QUÍMICO;64;74;22;96;20;8;28;96;55;151;1;5;6
BAJA CALIFORNIA;INGENIERÍA TOPÓGRAFO GEODESTA;22;19;8;27;4;7;11;66;19;85;8;1;9
BAJA CALIFORNIA;LICENCIATURA EN ACTIVIDADES FÍSICAS Y DEPORTE;540;859;199;1058;196;68;264;1036;327;1363;150;53;203
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN;227;130;160;290;94;112;206;465;585;1050;48;94;142
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;2468;964;963;1927;598;589;1187;2706;3202;5908;325;458;783
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;50;10;12;22;9;9;18;19;38;57;5;15;20
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE LA MERCADOTECNIA;20;14;20;34;4;10;14;21;34;55;1;2;3
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE MERCADOTECNIA;37;8;14;22;12;22;34;52;91;143;10;12;22
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS;28;0;0;0;9;7;16;47;32;79;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS CON CONCENTRACIÓN EN RECURSOS HUMANOS;12;6;7;13;6;7;13;40;40;80;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;0;0;0;0;11;3;14;30;20;50;3;9;12
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE ORGANIZACIONES;0;0;0;0;0;0;0;26;31;57;5;10;15
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DEL SERVICIO;0;0;0;0;0;0;0;0;1;1;0;1;1
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN EMPRESARIAL;10;3;5;8;2;5;7;7;20;27;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS;330;97;113;210;66;84;150;340;448;788;21;35;56
BAJA CALIFORNIA;LICENCIATURA EN ADUANAS Y LOGÍSTICA;20;8;12;20;8;12;20;43;36;79;10;5;15
BAJA CALIFORNIA;LICENCIATURA EN ARQUITECTURA;239;132;74;206;113;50;163;443;320;763;56;46;102
BAJA CALIFORNIA;LICENCIATURA EN ARQUITECTURA DE INTERIORES;20;5;10;15;1;5;6;3;28;31;0;1;1
BAJA CALIFORNIA;LICENCIATURA EN ARTE CULINARIO;100;43;51;94;43;51;94;97;92;189;15;22;37
BAJA CALIFORNIA;LICENCIATURA EN ARTES PLÁSTICAS;156;46;95;141;25;69;94;145;277;422;10;27;37
BAJA CALIFORNIA;LICENCIATURA EN ARTES VISUALES;30;8;8;16;2;1;3;7;13;20;0;1;1
BAJA CALIFORNIA;LICENCIATURA EN ASESORÍA PSICOPEDAGÓGICA;194;80;409;489;22;75;97;81;376;457;7;34;41
BAJA CALIFORNIA;LICENCIATURA EN AUDITORÍA INTERNA;5;0;1;1;0;0;0;3;6;9;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS AMBIENTALES;52;14;23;37;15;12;27;52;71;123;5;7;12
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS COMPUTACIONALES;60;33;17;50;25;10;35;106;35;141;16;4;20
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;255;154;289;443;62;100;162;321;512;833;51;81;132
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;477;199;491;690;70;247;317;310;1072;1382;23;103;126
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS EMPRESARIALES;100;21;24;45;15;17;32;38;44;82;12;18;30
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS RELIGIOSAS;10;6;0;6;6;0;6;21;0;21;1;0;1
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN;30;30;32;62;7;8;15;14;22;36;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CINEMATOGRAFÍA;39;24;15;39;24;15;39;63;32;95;8;5;13
BAJA CALIFORNIA;LICENCIATURA EN CIRUJANO DENTISTA;20;8;16;24;6;12;18;31;53;84;14;8;22
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;172;107;67;174;91;58;149;241;167;408;98;95;193
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO EXTERIOR Y LEGISLACIÓN ADUANERA;45;28;17;45;19;13;32;47;34;81;16;5;21
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO INTERNACIONAL;44;17;23;40;15;14;29;70;78;148;16;20;36
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;148;50;38;88;47;36;83;114;92;206;41;36;77
BAJA CALIFORNIA;LICENCIATURA EN COMUNICACIÓN;576;382;591;973;109;163;272;520;941;1461;59;103;162
BAJA CALIFORNIA;LICENCIATURA EN COMUNICACIÓN E IMAGEN PÚBLICA;12;3;9;12;3;9;12;4;15;19;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN COMUNICACIÓN Y PUBLICIDAD;72;25;39;64;14;22;36;57;76;133;9;16;25
BAJA CALIFORNIA;LICENCIATURA EN CONTADOR PÚBLICO;17;10;7;17;10;7;17;30;34;64;1;3;4
BAJA CALIFORNIA;LICENCIATURA EN CONTADOR PÚBLICO INTERNACIONAL;20;4;3;7;11;12;23;44;51;95;6;5;11
BAJA CALIFORNIA;LICENCIATURA EN CONTADURÍA;1448;542;667;1209;274;344;618;1529;2493;4022;196;408;604
BAJA CALIFORNIA;LICENCIATURA EN CONTADURÍA PÚBLICA;60;13;21;34;13;21;34;31;40;71;11;13;24
BAJA CALIFORNIA;LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS;75;36;23;59;7;12;19;26;52;78;8;20;28
BAJA CALIFORNIA;LICENCIATURA EN CRIMINALÍSTICA;255;131;118;249;122;111;233;221;225;446;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CRIMINOLOGÍA;190;104;124;228;69;85;154;162;160;322;25;32;57
BAJA CALIFORNIA;LICENCIATURA EN DANZA;70;5;57;62;2;30;32;11;77;88;3;6;9
BAJA CALIFORNIA;LICENCIATURA EN DERECHO;3315;1963;2089;4052;899;957;1856;4262;4675;8937;387;481;868
BAJA CALIFORNIA;LICENCIATURA EN DERECHO (EJECUTIVA);22;10;12;22;10;12;22;52;31;83;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN DESARROLLOS TURÍSTICOS;5;0;2;2;0;0;0;1;1;2;1;1;2
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO;92;22;34;56;20;31;51;79;119;198;7;22;29
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO DE MODAS;74;1;35;36;1;35;36;7;67;74;0;14;14
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO E INDUSTRIA DEL VESTIDO;80;13;37;50;2;24;26;8;73;81;0;10;10
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO GRÁFICO;400;262;271;533;122;125;247;551;631;1182;71;85;156
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO GRÁFICO ELECTRÓNICO;20;6;12;18;6;12;18;31;46;77;5;5;10
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO GRÁFICO MULTIMEDIA;14;10;4;14;10;4;14;33;12;45;2;1;3
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO GRÁFICO Y MULTIMEDIA;28;13;15;28;13;15;28;40;36;76;1;2;3
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO INDUSTRIAL;144;94;82;176;26;46;72;165;221;386;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN DISEÑO Y DECORACIÓN DE INTERIORES;52;5;35;40;5;35;40;14;125;139;0;4;4
BAJA CALIFORNIA;LICENCIATURA EN DOCENCIA DE LA LENGUA Y LA LITERATURA;73;47;92;139;12;23;35;51;187;238;9;27;36
BAJA CALIFORNIA;LICENCIATURA EN DOCENCIA DE LA LENGUA Y LITERATURA;60;30;144;174;4;27;31;13;78;91;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN DOCENCIA DE LA MATEMÁTICA;63;31;152;183;6;27;33;19;76;95;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN DOCENCIA DE LA MATEMÁTICAS;60;33;81;114;14;15;29;95;125;220;24;17;41
BAJA CALIFORNIA;LICENCIATURA EN DOCENCIA DEL IDIOMA INGLÉS;614;143;242;385;71;131;202;280;477;757;19;55;74
BAJA CALIFORNIA;LICENCIATURA EN ECONOMÍA;204;68;79;147;47;46;93;263;242;505;21;26;47
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN;237;54;184;238;54;183;237;95;363;458;15;93;108
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ÁREA PROBLEMAS MOTORES;30;14;83;97;5;25;30;16;62;78;7;16;23
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ARTÍSTICA;30;12;12;24;9;21;30;20;48;68;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN EN ÁREA DE CIENCIAS SOCIALES;110;26;43;69;26;43;69;78;141;219;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN EN EL ÁREA DE ESPAÑOL Y LITERATURA;100;16;22;38;16;22;38;37;106;143;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ESPECIAL ÁREA CIEGOS Y DEBILIDADES VISUALES;30;24;58;82;15;15;30;36;76;112;9;12;21
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN AUDITIVA Y DE LENGUAJE;60;41;179;220;13;47;60;46;195;241;8;17;25
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE DISCAPACIDAD INTELECTUAL;30;37;89;126;12;18;30;40;78;118;9;16;25
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN FÍSICA;30;49;12;61;23;4;27;83;16;99;11;4;15
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN PREESCOLAR;210;7;962;969;2;208;210;8;835;843;0;246;246
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN PRIMARIA;436;536;1398;1934;115;256;371;373;761;1134;52;108;160
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN PRIMARIA Y PREESCOLAR PARA EL MEDIO INDÍGENA;0;0;0;0;0;0;0;0;0;0;5;5;10
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;30;9;22;31;5;22;27;19;47;66;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN INGLÉS;0;0;0;0;0;0;0;2;6;8;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;30;21;28;49;12;18;30;19;25;44;2;6;8
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA;0;0;0;0;0;0;0;28;58;86;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA ESPECIALIDAD ESPAÑOL;30;13;22;35;13;17;30;13;17;30;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ENFERMERÍA;856;383;1191;1574;120;301;421;404;1158;1562;31;135;166
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA DE LAS CIENCIAS NATURALES EN BACHILLERATO;10;2;7;9;2;7;9;6;9;15;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA DE LAS CIENCIAS QUIMICOBIOLÓGICAS;0;0;0;0;0;0;0;8;1;9;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA DE LAS MATEMÁTICAS;20;7;4;11;7;4;11;15;10;25;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN FILOSOFÍA;36;27;6;33;25;0;25;156;32;188;30;5;35
BAJA CALIFORNIA;LICENCIATURA EN FÍSICA;40;25;9;34;14;9;23;60;42;102;10;4;14
BAJA CALIFORNIA;LICENCIATURA EN FISIOTERAPIA;0;0;0;0;6;27;33;28;61;89;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN GASTRONOMÍA;390;297;266;563;125;122;247;399;355;754;14;30;44
BAJA CALIFORNIA;LICENCIATURA EN GESTIÓN TURÍSTICA;139;40;73;113;27;32;59;120;273;393;9;30;39
BAJA CALIFORNIA;LICENCIATURA EN HISTORIA;28;10;14;24;12;7;19;62;48;110;4;3;7
BAJA CALIFORNIA;LICENCIATURA EN HOTELERÍA;30;20;10;30;0;0;0;2;6;8;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN INFORMÁTICA;355;169;183;352;74;87;161;850;519;1369;114;90;204
BAJA CALIFORNIA;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;42;30;10;40;20;2;22;42;14;56;6;2;8
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA BIOQUÍMICA;72;29;66;95;23;49;72;63;101;164;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA CIVIL;20;16;2;18;16;2;18;49;4;53;14;2;16
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA ELECTROMECÁNICA;211;285;9;294;206;5;211;461;25;486;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA ELECTRÓNICA Y TELECOMUNICACIONES;10;6;1;7;4;1;5;17;4;21;7;0;7
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA;93;125;9;134;86;7;93;192;19;211;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA EN MECATRÓNICA;0;0;0;0;7;0;7;31;1;32;1;2;3
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;182;174;65;239;158;36;194;391;85;476;2;0;2
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA INDUSTRIAL;320;353;136;489;191;75;266;489;216;705;20;9;29
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y SISTEMAS;0;0;0;0;13;0;13;30;2;32;2;0;2
BAJA CALIFORNIA;LICENCIATURA EN INGENIERÍA QUÍMICA;39;24;15;39;24;15;39;49;36;85;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;400;59;242;301;51;190;241;105;463;568;21;130;151
BAJA CALIFORNIA;LICENCIATURA EN LENGUA Y LITERATURA DE HISPANOAMÉRICA;14;2;14;16;4;3;7;38;62;100;4;17;21
BAJA CALIFORNIA;LICENCIATURA EN MATEMÁTICAS APLICADAS;19;11;5;16;8;3;11;24;25;49;5;9;14
BAJA CALIFORNIA;LICENCIATURA EN MEDIOS AUDIOVISUALES;140;92;58;150;43;27;70;175;107;282;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN MERCADOTECNIA;681;280;369;649;131;157;288;810;1215;2025;126;240;366
BAJA CALIFORNIA;LICENCIATURA EN MERCADOTECNIA Y DESARROLLO DE NEGOCIOS;50;21;13;34;15;8;23;26;20;46;10;15;25
BAJA CALIFORNIA;LICENCIATURA EN MÚSICA;50;32;12;44;14;8;22;42;19;61;6;2;8
BAJA CALIFORNIA;LICENCIATURA EN NEGOCIOS GASTRONÓMICOS;0;0;0;0;0;0;0;15;21;36;16;11;27
BAJA CALIFORNIA;LICENCIATURA EN NEGOCIOS INTERNACIONALES;385;196;212;408;134;132;266;648;663;1311;125;114;239
BAJA CALIFORNIA;LICENCIATURA EN NUTRICIÓN;226;55;128;183;59;155;214;124;361;485;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN NUTRICIÓN Y CIENCIAS DE LOS ALIMENTOS;30;12;26;38;8;20;28;32;115;147;1;19;20
BAJA CALIFORNIA;LICENCIATURA EN OPTOMETRÍA;65;18;20;38;11;17;28;40;54;94;11;6;17
BAJA CALIFORNIA;LICENCIATURA EN PEDAGOGÍA;221;22;121;143;20;121;141;43;294;337;2;28;30
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA;1807;720;2137;2857;277;744;1021;1224;3631;4855;124;511;635
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA CLÍNICA;18;12;16;28;5;13;18;24;85;109;3;10;13
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;33;4;11;15;4;10;14;17;73;90;3;34;37
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA FAMILIAR;50;25;38;63;3;17;20;10;64;74;0;8;8
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA INDUSTRIAL;36;5;21;26;5;21;26;33;92;125;0;5;5
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA INFANTIL;60;7;42;49;7;40;47;9;101;110;0;7;7
BAJA CALIFORNIA;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;13;1;4;5;1;4;5;6;19;25;0;1;1
BAJA CALIFORNIA;LICENCIATURA EN PSICOPEDAGOGÍA;35;2;17;19;2;15;17;2;15;17;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN PUBLICIDAD Y MERCADOTECNIA;31;20;11;31;20;11;31;49;52;101;0;3;3
BAJA CALIFORNIA;LICENCIATURA EN RELACIONES INTERNACIONALES;246;89;91;180;47;64;111;247;370;617;15;36;51
BAJA CALIFORNIA;LICENCIATURA EN SEGURIDAD PÚBLICA;165;177;47;224;135;30;165;278;58;336;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN SISTEMAS COMPUTACIONALES;140;82;19;101;53;13;66;198;89;287;16;5;21
BAJA CALIFORNIA;LICENCIATURA EN SOCIOLOGÍA;133;55;112;167;26;29;55;143;187;330;9;16;25
BAJA CALIFORNIA;LICENCIATURA EN TEATRO;56;16;26;42;3;20;23;24;63;87;3;7;10
BAJA CALIFORNIA;LICENCIATURA EN TECNOLOGÍA EDUCATIVA;80;15;18;33;4;11;15;7;26;33;0;3;3
BAJA CALIFORNIA;LICENCIATURA EN TRABAJO SOCIAL;35;7;20;27;7;20;27;14;64;78;1;12;13
BAJA CALIFORNIA;LICENCIATURA EN TRADUCCIÓN;276;89;171;260;53;71;124;211;292;503;3;11;14
BAJA CALIFORNIA;LICENCIATURA EN TURISMO, HOTELERÍA Y RESTAURANTES;34;1;7;8;1;2;3;5;13;18;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN VENTAS;0;0;0;0;1;0;1;6;1;7;0;0;0
BAJA CALIFORNIA;LICENCIATURA INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS DE LA HOSPITALIDAD;0;0;0;0;19;33;52;40;92;132;0;0;0
BAJA CALIFORNIA;MEDICINA GENERAL;260;102;158;260;68;109;177;68;109;177;0;0;0
BAJA CALIFORNIA;MÉDICO;650;1217;1510;2727;153;182;335;1259;1351;2610;112;113;225
BAJA CALIFORNIA;MÉDICO CIRUJANO;0;0;0;0;0;0;0;454;385;839;76;99;175
BAJA CALIFORNIA;MÉDICO GENERAL;260;169;152;321;110;87;197;110;87;197;0;0;0
BAJA CALIFORNIA;MÉDICO VETERINARIO ZOOTECNISTA;160;101;111;212;34;45;79;170;217;387;11;14;25
BAJA CALIFORNIA;OCEANÓLOGO;112;48;32;80;29;30;59;138;128;266;14;15;29
BAJA CALIFORNIA;QUÍMICO FARMACOBIÓLOGO;200;93;152;245;38;51;89;135;235;370;33;48;81
BAJA CALIFORNIA;QUÍMICO INDUSTRIAL;80;14;13;27;16;13;29;74;81;155;5;6;11
BAJA CALIFORNIA SUR;TOTAL;6185;3624;4222;7846;2820;2977;5797;9197;9458;18655;990;1276;2266
BAJA CALIFORNIA SUR;ARQUITECTURA;160;81;43;124;77;37;114;142;62;204;0;0;0
BAJA CALIFORNIA SUR;CONTADOR PÚBLICO;80;41;36;77;41;36;77;62;62;124;0;0;0
BAJA CALIFORNIA SUR;GEÓLOGO;0;16;6;22;17;6;23;46;25;71;8;6;14
BAJA CALIFORNIA SUR;INGENIERÍA AGRÓNOMO;0;28;9;37;27;4;31;84;20;104;8;1;9
BAJA CALIFORNIA SUR;INGENIERÍA BIOQUÍMICA;40;32;37;69;15;16;31;66;66;132;8;8;16
BAJA CALIFORNIA SUR;INGENIERÍA CIVIL;160;142;20;162;109;14;123;437;81;518;46;9;55
BAJA CALIFORNIA SUR;INGENIERÍA ELECTROMECÁNICA;80;57;5;62;56;5;61;232;8;240;13;0;13
BAJA CALIFORNIA SUR;INGENIERÍA EN ADMINISTRACIÓN;200;77;87;164;69;78;147;115;113;228;0;0;0
BAJA CALIFORNIA SUR;INGENIERÍA EN CIENCIAS COMPUTACIONALES Y TELECOMUNICACIONES;18;2;0;2;0;0;0;3;1;4;0;0;0
BAJA CALIFORNIA SUR;INGENIERÍA EN DESARROLLO ECOLÓGICO;20;7;7;14;7;7;14;13;10;23;0;0;0
BAJA CALIFORNIA SUR;INGENIERÍA EN ELECTROMECÁNICA;200;177;8;185;142;7;149;392;10;402;31;4;35
BAJA CALIFORNIA SUR;INGENIERÍA EN GESTIÓN EMPRESARIAL;160;45;74;119;44;64;108;197;254;451;0;0;0
BAJA CALIFORNIA SUR;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;85;15;10;25;15;10;25;36;46;82;1;4;5
BAJA CALIFORNIA SUR;INGENIERÍA EN PESQUERÍAS;0;17;5;22;17;5;22;36;18;54;11;1;12
BAJA CALIFORNIA SUR;INGENIERÍA EN PRODUCCIÓN ANIMAL;0;27;17;44;30;19;49;78;41;119;11;7;18
BAJA CALIFORNIA SUR;INGENIERÍA EN SISTEMAS COMPUTACIONALES;261;215;45;260;168;25;193;500;110;610;43;14;57
BAJA CALIFORNIA SUR;INGENIERÍA EN TECNOLOGÍA COMPUTACIONAL;0;59;9;68;47;4;51;152;32;184;18;2;20
BAJA CALIFORNIA SUR;INGENIERÍA INDUSTRIAL;130;77;19;96;72;17;89;265;90;355;34;10;44
BAJA CALIFORNIA SUR;LICENCIATURA EN ADMINISTRACIÓN;240;122;138;260;99;105;204;479;582;1061;90;155;245
BAJA CALIFORNIA SUR;LICENCIATURA EN ADMINISTRACIÓN DE AGRONEGOCIOS;0;43;24;67;50;34;84;126;97;223;21;19;40
BAJA CALIFORNIA SUR;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;230;100;96;196;84;66;150;194;158;352;4;10;14
BAJA CALIFORNIA SUR;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;80;37;35;72;31;32;63;66;73;139;15;29;44
BAJA CALIFORNIA SUR;LICENCIATURA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN;17;9;5;14;7;1;8;7;1;8;0;0;0
BAJA CALIFORNIA SUR;LICENCIATURA EN ARQUITECTURA;228;187;111;298;76;45;121;454;242;696;52;44;96
BAJA CALIFORNIA SUR;LICENCIATURA EN ARTES CULINARIAS;50;20;22;42;16;20;36;41;37;78;15;10;25
BAJA CALIFORNIA SUR;LICENCIATURA EN ARTES VISUALES;20;2;5;7;2;5;7;3;13;16;0;0;0
BAJA CALIFORNIA SUR;LICENCIATURA EN BIOLOGÍA MARINA;0;54;56;110;31;42;73;158;161;319;16;21;37
BAJA CALIFORNIA SUR;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;30;12;12;24;8;10;18;21;24;45;4;4;8
BAJA CALIFORNIA SUR;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;50;1;6;7;1;6;7;4;18;22;0;0;0
BAJA CALIFORNIA SUR;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;0;54;53;107;56;56;112;155;150;305;15;18;33
BAJA CALIFORNIA SUR;LICENCIATURA EN COMERCIO EXTERIOR;0;54;74;128;49;71;120;145;189;334;25;32;57
BAJA CALIFORNIA SUR;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;18;5;3;8;3;2;5;5;7;12;2;4;6
